team_id,team_name,ko_name,ko_name_short,primary_color_override,number_color_override
4253,Kabel Novi Sad,카벨 노비사드,카벨
4254,Semendrija 1924,스메데리야 1924,스메데리야
12312,Dubočica,두보치차,두보치차
12319,Jedinstvo Ub,예딘스트보 우브,예딘스트보
12323,Loznica,로즈니차,로즈니차
12329,OFK Vršac,OFK 브르샤츠,브르샤츠
12347,Stepojevac Vaga,스테포예바츠 바가,스테포예바츠
17438,Tekstilac Odžaci,텍스틸라츠 오자치,텍스틸라츠 O
19845,FAP,FAP 프리보이,FAP
24621,Dinamo Jug,디나모 유그,디나모 J.
2928,Al Khaleej Saihat,알 할리즈,,00703e,ffca05
2929,Al-Ahli Jeddah,알 아흘리 사우디,알 아흘리,008357,ffffff
2931,Al-Fateh,알 파테,,69e242,ffffff
2932,Al-Hilal Saudi FC,알 힐랄 사우디,알 힐랄,0028f0,ffffff
2933,Al-Qadisiyah FC,알 카드시아,,ee0000,f9df00
2934,Al-Ettifaq,알 에티파크,,03553f,ffffff
2936,Al Taawon,알 타운,,223268,fee253
2938,Al-Ittihad FC,알 이티하드,,faee01,000000
2939,Al-Nassr,알 나스르,,fedc00,081c4e
2940,Al Shabab,알 샤바브,,934530,ffffff
2944,Al-Fayha,알 파이하,,283177,ffffff
2945,Al-Hazm,알 하젬,,fab800,000000
2956,Damac,다마크,
2977,Al Okhdood,알 오흐두드,
2992,Al Najma,알 나즈마,
10509,Al Kholood,알 홀루드,,9b012a,ffffff
10511,Al Riyadh,알 리야드,,ee2616,2e2f38
10513,NEOM,네옴,,1e5fb3,ffffff
2893,Al Shahaniya,알 샤하니야,,2b3f97,ffffff
2895,Al Sadd,알 사드,,ffffff,000000
2896,Al Ahli Doha,알 아흘리 도하,알 아흘리 D.,c4aa78,09273d
2897,Al-Rayyan SC,알 라이얀,,ee2633,020505
2898,Al-Sailiya,알 사일리야,,0017a9,ffffff
2899,UMM Salal,움 살랄,
2900,Al Wakrah,알 와크라,,10cafc,00205b
2903,Al-Gharafa,알 가라파,,fac705,172e6b
2904,Al-Duhail SC,알 두하일,,ee3435,ffffff
2905,Al-Arabi SC,알 아라비,,eb1c26,ffffff
2907,Qatar SC,카타르 SC,,fad100,7d1430
2916,Al Shamal,알 샤말,,e71922,ffffff
211,Benfica,벤피카,벤피카,c30000,ffffff
228,Sporting CP,스포르팅 CP,스포르팅,047750,ffffff
276,Breidablik,브레이다블리크,브레이다블리크
319,Brann,브란,브란,e31a22,ffffff
327,Bodo/Glimt,보되/글림트,보되,ffe500,000000
347,Lech Poznan,레흐 포즈난,레흐,004b92,ffffff
354,The New Saints,더 뉴 세인츠,TNS
375,Malmo FF,말뫼 FF,말뫼,2f97da,ffffff
394,Dinamo Minsk,디나모 민스크,디나모 Mn.
400,FC Copenhagen,쾨벤하운,,ffffff,0f2db9
551,FC Basel 1893,바젤,,143a84,ffe500
553,Olympiakos Piraeus,올림피아코스,올림피아코스,e21e26,ffffff
556,Qarabag,가라바흐,
559,FCSB,FCSB,FCSB,da2928,ffffff
560,Slavia Praha,슬라비아 프라하,슬라비아 Pr.,ed0e28,ffffff
561,HNK Rijeka,HNK 리예카,리예카
566,Ludogorets,루도고레츠 라즈그라드,루도고레츠
567,Viktoria Plzen,빅토리아 플젠,빅토리아 Pl.,0000b3,ffffff
571,Red Bull Salzburg,레드불 잘츠부르크,잘츠부르크,e31147,ffffff
572,Dynamo Kyiv,디나모 키이우,디나모 Ky.
579,Buducnost Podgorica,부두치노스트 포드고리차,부두치노스트
580,Vikingur Gota,비킹구르 괴타,비킹구르 G.
583,Linfield,린필드,린필드
586,FK Zalgiris Vilnius,잘기리스 빌뉴스,잘기리스
588,Zrinjski,즈린스키 모스타르,즈린스키
598,FK Crvena Zvezda,츠르베나 즈베즈다,즈베즈다,da291c,ffffff
604,Maccabi Tel Aviv,마카비 텔아비브,M. 텔아비브
609,Shkendija,슈컨디야,슈컨디야
617,Panathinaikos,파나티나이코스,파나티나이코스,00793f,ffffff
637,Sturm Graz,슈투름 그라츠,S. 그라츠,000000,ffffff
651,Ferencvarosi TC,페렌츠바로시,페렌츠바로시,0b713f,ffffff
656,Slovan Bratislava,슬로반 브라티슬라바,슬로반 Br.,2cb2e7,ffffff
664,Kairat Almaty,카이라트 알마티,카이라트,ffcb00,000000
667,Lincoln Red Imps FC,링컨 레드 임프스,링컨 R.I.,ee0f11,ffffff
677,Olimpija Ljubljana,올림피야 류블랴나,올림피야 L.
684,FC Differdange 03,디페르당주 03,디페르당주
691,Milsami Orhei,밀사미 오르헤이,밀사미
1165,KuPS,쿠오피온 팔로세우라,KuPS,fde600,211e1e
2184,Servette FC,세르베트,세르베트,85142b,ffffff
2273,FC Levadia Tallinn,레바디아 탈린,레바디아
3327,Egnatia Rrogozhinë,에그나티아,에그나티아,2e9a45,ffffff
3342,Inter Club d'Escaldes,인테르 클루브 데스칼데스,인테르 클루브 D.,404094,ffffff
3403,Pafos,파포스,파포스,13bbec,ffffff
3502,Saburtalo,이베리아 1999,이베리아,cb142f,ffffff
3684,FC Noah,노아,노아
3854,Shelbourne,셸번,셸번
4160,Rīgas FS,리가 FS,RFS
4626,Hamrun Spartans,함룬 스파르탄스,함룬
5308,Virtus,비르투스,비르투스
14281,Drita,드리타,드리타
212,FC Porto,포르투,포르투,ffffff,00528b
217,SC Braga,브라가,브라가,c82b20,ffffff
339,Legia Warszawa,레기아 바르샤바,레기아,ffffff,000000
367,BK Hacken,BK 헤켄,헤켄,000000,a79448
397,FC Midtjylland,미트윌란,미트윌란,000000,ffffff
550,Shakhtar Donetsk,샤흐타르 도네츠크,샤흐타르,ea6a09,000000
563,Hapoel Beer Sheva,하포엘 베르셰바,H. 베르셰바,db1c30,ffffff
565,BSC Young Boys,BSC 영 보이즈,영 보이즈,ffd100,000000
568,Sheriff Tiraspol,셰리프 티라스폴,셰리프
573,FK Partizan,파르티잔,파르티잔,000000,ffffff
606,FC Lugano,루가노,루가노,000000,ffffff
614,AEK Larnaca,AEK 라르나카,AEK L.,fde200,00883f
619,PAOK,PAOK,PAOK,000000,ad9059
620,Dinamo Zagreb,디나모 자그레브,디나모 Z.,00499a,ffffff
646,Levski Sofia,레프스키 소피아,레프스키 Sf.,28348a,ffffff
680,Prishtina,프리슈티나,프리슈티나
1025,Wolfsberger AC,볼프스베르크 AC,볼프스베르크,ffffff,000000
1120,Spartak Trnava,스파르타크 트르나바,스파르타크 Tr.
1163,Ilves,일베스,일베스
2149,Fredrikstad,프레드릭스타,프레드릭스타,ffffff,d62933
2246,CFR 1907 Cluj,CFR 클루지,CFR,871b3a,ffffff
2250,Sigma Olomouc,시그마 올로모우츠,시그마 O.,01598e,ffffff
2390,Paks,퍽시,퍽시
3713,Baník Ostrava,바니크 오스트라바,바니크,00619f,ffffff
4360,Celje,첼레,첼레,19345f,ffffff
4563,Aktobe,악퇴베,악퇴베
13976,Sabah FK,사바흐,사바흐,080808,ec80ad
227,Santa Clara,산타 클라라,산타 클라라,d63935,ffffff
272,KA Akureyri,KA 아퀴레이라르,KA
274,Valur Reykjavik,발루르 레이캬비크,발루르
278,Vikingur Reykjavik,비킹구르 레이캬비크,비킹구르 R.
331,Rosenborg,로센보르그,로센보르그
336,Jagiellonia,야기엘로니아 비아위스토크,야기엘로니아,d81921,e9dd00
363,Hammarby FF,함마르뷔,함마르뷔,007a43,ffffff
377,AIK Stockholm,AIK,AIK,36357c,fff22d
385,Torpedo Zhodino,토르페도-BelAZ 조디노,토르페도 Zh.
386,Dinamo Brest,디나모 브레스트,디나모 Br.
387,Neman,네만 그로드노,네만
407,Brondby,브뢴뷔,브뢴뷔,002f87,ffd100
552,Maribor,마리보르,마리보르
562,FC Astana,아스타나,아스타나
574,Vardar Skopje,바르다르 스코페,바르다르
575,AEK Athens FC,AEK 아테네,AEK A.,fcd20f,000000
578,F91 Dudelange,F91 뒤들랑주,뒤들랑주
591,FC Santa Coloma,산타 콜로마,산타 콜로마
601,Austria Vienna,아우스트리아 빈,A. 빈,441678,ffffff
608,HNK Hajduk Split,하이두크 스플리트,하이두크,ffffff,21409a
628,Sparta Praha,스파르타 프라하,스파르타 Pr.,c81313,ffffff
632,Universitatea Craiova,CS U 크라이오바,CS U 크라이오바
648,Zira,지래,지래
649,HJK Helsinki,HJK 헬싱키,HJK
652,Shamrock Rovers,섐록 로버스,섐록
654,Zeljeznicar Sarajevo,젤레즈니차르 사라예보,젤레즈니차르 S.
657,Beitar Jerusalem,베이타르 예루살렘,B. 예루살렘
660,FC Vaduz,파두츠,파두츠,c0103d,ffffff
662,Kalju Nomme,놈메 칼류,
663,FK Rabotnicki,라보트니치키,라보트니치키
673,Sutjeska,수체스카 닉시치,수체스카
679,FK Sarajevo,사라예보,사라예보
682,NSI Runavik,NSI 루나비크,NSI
685,Torpedo Kutaisi,토르페도 쿠타이시,토르페도 Ku.
687,Flora Tallinn,플로라 탈린,플로라
689,SJK,SJK,SJK
692,Ordabasy,오르다바시 심켄트,오르다바시
698,St Joseph S Fc,세인트 조셉스,
701,KI Klaksvik,KI 클락스비크,KI
708,Partizani,파르티자니 티라나,파르티자니
709,Pyunik Yerevan,퓨니크 예레반,퓨니크
759,Viking,비킹,비킹,132847,ffffff
781,Rapid Vienna,라피트 빈,R. 빈,00794b,ffffff
851,Cherno More Varna,체르노 모레 바르나,체르노 모레
1014,Lausanne,로잔 스포르,로잔,282b63,ffffff
1123,Aris Thessalonikis,아리스 테살로니키,아리스 Th.,fcd011,000000
1430,Arda Kardzhali,아르다 카르잘리,아르다
1483,NK Varazdin,바라주딘,바라주딘,2465aa,ffffff
2030,Racing FC Union Luxembourg,라싱 위니옹 룩셈부르크,라싱 위니옹
2036,UNA Strassen,UNA 슈트라센,UNA
2073,Silkeborg,실케보르,실케보르,0995d4,ffffff
2191,Penybont,페니본트,페니본트
2194,Haverfordwest County AFC,해버퍼드웨스트 카운티,해버퍼드웨스트
2249,La Fiorita,라 피오리타,라피오리타
2260,Tre Fiori,트레 피오리,트레피오리
2266,Cliftonville FC,클리프턴빌,클리프턴빌
2271,Petrocub,페트로쿠브 흔체슈티,페트로쿠브
2276,FC Urartu,우라르투,우라르투
2277,Birkirkara,비르키르카라,비르키르카라
2391,Puskas Academy,푸슈카시 어커데미어,푸슈카시
2402,Gyori ETO FC,ETO 죄르,
2599,Universitatea Cluj,우니베르시타테아 클루지,U 클루지,000000,ffffff
2643,Novi Pazar,노비 파자르,,015496,ffffff
2644,Radnicki 1923,라드니치키 1923 크라구예바츠,라드니치키 1923,ea222b,ffffff
3326,Dinamo Tirana,디나모 티라나,디나모 T.
3339,Vllaznia Shkodër,블라즈니아 슈코더르,블라즈니아
3345,Atlètic Club d'Escaldes,아틀레티크 클루브 데스칼데스,AC 데스칼데스
3364,Borac Banja Luka,보라츠 바냐루카,보라츠 BL.,d52d22,ffffff
3402,Omonia Nicosia,오모니아 니코시아,오모니아,006b37,ffffff
3408,Aris,아리스 리마솔,아리스 L.
3491,Raków Częstochowa,라쿠프 쳉스토호바,라쿠프,f0000f,ffffff
3499,Dila,딜라 고리,딜라
3528,Paide,파이데 린나메스콘드,파이데
3554,Žilina,질리나,질리나
3619,Oleksandria,올렉산드리야,올렉산드리야
3683,Ararat-Armenia,아라라트-아르메니아,아라라트,ffffff,000000
3745,Dečić,데치치,데치치
3843,St Patrick's Athl.,세인트 패트릭스 애슬레틱,St. 패트릭스
3858,Banga,방가,방가
3861,Hegelmann Litauen,헤겔만 리타우엔,헤겔만
3872,Kauno Žalgiris,카우노 잘기리스,카우노,00813d,ffffff
3884,Hibernians,히버니언스,히버니언스
4133,HB Torshavn,HB 토르스하운,HB
4135,Auda,아우다,아우다
4149,BFC Daugavpils,BFC 다우가우필스,BFC 다우가우필스
4195,Maccabi Haifa,마카비 하이파,M. 하이파
4331,Sileks,실렉스 크라토보,실렉스
4374,Koper,코페르,코페르
4625,Floriana,플로리아나,플로리아나
4633,Zimbru,짐브루 키시너우,짐브루
5351,Dungannon Swifts,던개넌 스위프츠,던개넌
5354,Larne,란,란
6496,Polessya,폴리샤 지토미르,폴리샤 Zh.
10124,Riga,리가 FC,리가 FC,ffffff,234b6a
10534,FK Košice,코시체,코시체
11238,Araz,아라즈 나흐체반,
12733,Ballkani,발카니,발카니
14864,Spaeri,스파에리,스파에리
15576,Malisheva,말리셰바,말리셰바
16135,Magpies,브루노스 맥파이스,맥파이스
215,Moreirense,모레이렌스,모레이렌스,145f25,af9713
218,Tondela,톤델라,톤델라
224,Guimaraes,비토리아 기마랑이스,비토리아 SC,ffffff,000000
225,Nacional,나시오날,나시오날,7f3f98,ebbd04
226,Rio Ave,히우 아브,히우아브,009036,ffffff
230,Estoril,이스토릴,이스토릴,0097d9,ffe302
240,Arouca,아로카,아로카,2056ae,ffffff
242,Famalicao,파말리캉,파말리캉,f6c605,132740
762,Gil Vicente,질 비센트,질비센트,ee2623,ffffff
4716,Casa Pia,카사 피아,카사피아,000000,ffffff
4724,Alverca,알베르카,알베르카,f5ee3b,f41c0c
15130,Estrela Amadora,이스트렐라 아마도라,E. 아마도라,ca392c,ffffff
21595,AVS,AVS 푸트볼,AVS
213,Feirense,페이렌스,페이렌스
214,Maritimo,마리티무,마리티무,41ab50,ffffff
216,Portimonense,포르티모넨스,포르티모넨스
223,Chaves,샤베스,샤베스
229,Benfica B,벤피카 B,벤피카B
231,Farense,파렌스,파렌스
233,Oliveirense,올리베이렌스,올리베이렌스
234,Pacos Ferreira,파수스 드 페헤이라,파수스
235,Penafiel,페나피엘,페나피엘
238,Academico Viseu,아카데미쿠 데 비제우,비제우,000000,ffffff
243,FC Porto B,포르투 B,포르투 B
244,Leixoes,레이숑이스,레이숑이스
761,Sporting CP B,스포르팅 CP B,스포르팅 B
810,Vizela,비젤라,비젤라
4662,União de Leiria,우니앙 드 레이리아,레이리아
4744,Felgueiras 1932,펠게이라스 1932,펠게이라스
4799,Torreense,토헨스,토헨스,621729,bca374
6358,Lusitânia Lourosa,루지타니아 로로자,루지타니아
118,Bahia,바이아,,006cb5,ffffff
119,Internacional,인테르나시오나우,,e3020c,ffffff
120,Botafogo,보타포구,,000000,ffffff
121,Palmeiras,파우메이라스,,006437,ffffff
124,Fluminense,플루미넨시,,8c2a3c,ffffff
126,Sao Paulo,상파울루,,fe0000,ffffff
127,Flamengo,플라멩구,,c52613,ffffff
128,Santos,산투스,,000000,ffffff
130,Gremio,그레미우,,0d80bf,ffffff
131,Corinthians,코린치안스,,ffffff,d71e25
132,Chapecoense-sc,샤페코엔시,,1d7f27,ffffff
133,Vasco da Gama,바스쿠 다가마,,000000,ffffff
134,Atletico Paranaense,아틀레치쿠 파라나엔시,,d01119,ffffff
135,Cruzeiro,크루제이루,,2f529e,ffffff
136,Vitoria,비토리아,,ee2722,ffffff
147,Coritiba,코리치바,,00534c,ffffff
794,RB Bragantino,레드불 브라간치누,RB 브라간치누,ffffff,d2003c
1062,Atletico-MG,아틀레치쿠 미네이루,,000000,ffffff
1198,Remo,클루비 두 헤무,헤무,000000,ffffff
7848,Mirassol,미라소우,,eae101,006437
699,Mladost Lucani,믈라도스트 루차니,믈라도스트,00aeef,000000
702,Vojvodina,보이보디나,,ffffff,ed1c25
2251,FK Spartak Zdrepceva KRV,스파르타크 수보티차,스파르타크 Su.
2254,Radnicki NIS,라드니치키 니시,라드니치키 N.,f1110d,ffffff
2633,OFK Beograd,OFK 베오그라드,,0c4e97,ffffff
2646,TSC Backa Topola,TSC 바치카 토폴라,TSC
2653,Javor,야보르-마티스 이바니차,야보르
2655,Napredak,나프레다크 크루셰바츠,나프레다크
2656,Cukaricki,추카리치키,,000000,ceaf2e
2657,Radnik Surdulica,라드니크 수르둘리차,라드니크,053f92,ffffff
12316,IMT Novi Beograd,IMT 베오그라드,IMT,000000,ffffff
12360,Železničar Pančevo,젤레즈니차르 판체보,젤레즈니차르 P.,b0d6ec,223964
603,Zlin,즐린,,fac500,002d69
640,Mlada Boleslav,믈라다 볼레슬라프,믈라다 B.,d4ecf5,00639e
782,Slovan Liberec,슬로반 리베레츠,슬로반 L.,ffffff,63a3ff
1122,FK Jablonec,야블로네츠,,013b26,ffffff
3714,Bohemians 1905,보헤미안스 1905,보헤미안스,009945,ffffff
3715,Dukla Praha,두클라 프라하,두클라 Pr.
3716,Karviná,카르비나,
3719,Slovácko,슬로바츠코,,40498a,ffffff
3720,Teplice,테플리차,
3723,Hradec Králové,흐라데츠 크랄로베,흐라데츠 Kr.,ffffff,000000
3724,Pardubice,파르두비체,,d80f1d,ffffff
949,Panetolikos,파네톨리코스,파네톨리코스,2f61b0,dbc115
953,AEL Larisa,AEL 라리사,라리사
955,Asteras Tripolis,아스테라스 트리폴리스,아스테라스,283f9a,ffffff
957,Levadiakos,레바디아코스,레바디아코스,4db15c,ffffff
1124,OFI Crete,OFI 크레타,OFI,000000,ffffff
2099,Panserraikos,판세라이코스,판세라이코스
2110,Volos,볼로스,볼로스,de001e,ffffff
5050,AE Kifisia,AE 키피시아,키피시아,334997,ffffff
12260,Atromitos,아트로미토스,아트로미토스,1f54a9,ffffff
1595,Seattle Sounders,시애틀 사운더스,시애틀,4fb84f,ffffff
1596,San Jose Earthquakes,산 호세 어스퀘이크스,산호세,0067b1,ffffff
1597,Dallas,FC 댈러스,댈러스,e81f3e,ffffff
1598,Orlando City,올랜도 시티,올랜도,633492,ffffff
1599,Philadelphia Union,필라델피아 유니언,필라델피아,071b2c,d4c396
1600,Houston Dynamo,휴스턴 다이너모,휴스턴,101820,ff6b00
1601,Toronto,토론토,토론토,b81137,ffffff
1602,New York Red Bulls,뉴욕 레드 불스,,b91f31,ffffff
1603,Vancouver Whitecaps,밴쿠버 화이트캡스,밴쿠버,00245e,ffffff
1604,New York City,뉴욕 시티,,78a5db,28295c
1605,LA Galaxy,LA 갤럭시,LA 갤럭시,ffffff,001837
1606,Real Salt Lake,레알 솔트레이크,솔트레이크,b30838,ffffff
1607,Chicago Fire,시카고 파이어,시카고,7dcdef,1e1c50
1608,Atlanta United,애틀란타 유나이티드,애틀란타,231f20,a29061
1609,New England Revolution,뉴 잉글랜드 레볼루션,뉴 잉글랜드,0a2240,ffffff
1610,Colorado Rapids,콜로라도 래피즈,콜로라도,960a2c,ffffff
1611,Sporting Kansas City,스포팅 캔자스시티,캔자스시티,002f65,ffffff
1612,Minnesota United,미네소타 유나이티드,미네소타,e4e5e6,231f20
1613,Columbus Crew,콜럼버스 크루,콜럼버스,fedd00,000000
1614,Montreal,CF 몽레알,몽레알,003da6,ffffff
1615,DC United,DC 유나이티드,,231f20,ffffff
1616,Los Angeles FC,LAFC,LAFC,17191d,c6a566
1617,Portland Timbers,포틀랜드 팀버스,포틀랜드,0d421d,ffffff
2242,Cincinnati,FC 신시내티,신시내티,263b80,ffffff
9568,Inter Miami,인터 마이애미,인터 마이애미,f6b4cd,000100
9569,Nashville SC,내슈빌,내슈빌,ece83a,1f1646
16489,Austin,오스틴,오스틴,00b140,000000
18310,Charlotte,샬럿,샬럿,0085ca,ffffff
20787,St. Louis City,세인트루이스 시티,세인트루이스,dd004a,ffffff
25484,San Diego,샌디에이고,샌디에이고,02152b,697a7c
2278,Guadalajara,과달라하라,과달라하라,002856,ffffff
2279,Tigres UANL,티그레스 UANL,티그레스,015daa,fbaf35
2280,Tijuana,클럽 티후아나,티후아나,ed1b26,000000
2281,Toluca,톨루카,톨루카,d53741,09154c
2282,Monterrey,몬테레이,몬테레이,0a2240,ffffff
2283,Atlas,아틀라스,아틀라스,ec1c24,ffffff
2285,Santos Laguna,산토스 라구나,산토스,008066,ffffff
2286,Pumas UNAM,푸마스 UNAM,푸마스,132347,cbab58
2287,Club America,클루브 아메리카,아메리카,eeea9e,192441
2288,Necaxa,네카사,네카사,e1001e,ffffff
2289,Leon,레온,레온,187b56,ffffff
2290,Queretaro,클럽 케레타로,케레타로,0056b3,211915
2291,Puebla,푸에블라,푸에블라,2b4b75,ffffff
2292,Pachuca,파추카,파추카
2295,Cruz Azul,크루스 아술,크루 스아술,2e3192,ffffff
2298,Juarez,FC 후아레스,후아레스,1f1d1c,21cb35
2314,Atletico San Luis,아틀레티코 산 루이스,산 루이스,e12229,ffffff
14002,Mazatlan,마사틀란,마사틀란,533278,ffffff
320,Kristiansund BK,크리스티안순,,0a213f,ffffff
321,Lillestrom,릴레스트룀,,fddd00,000000
325,Tromso,트롬쇠,,c20c19,ffffff
326,Valerenga,볼레렝아,,034ea2,ffffff
329,Molde,몰데,,0468af,ffffff
332,Sandefjord,사네피오르,,025191,ffffff
333,Sarpsborg 08 FF,사르프스보르그,,2747a3,ffffff
334,Start,스타르트,,f3d000,000000
757,Aalesund,올레순,,ce8042,2975b6
2143,KFUM Oslo,KFUM 오슬로,KFUM,d91c23,ffffff
2159,Ham-Kam,함캄,,1e9745,ffffff
618,SCR Altach,SCR 알타흐,,ffd400,000000
1026,Lask Linz,LASK,LASK,ffffff,000000
1028,Ried,SV 리트,리트,1e5947,ffffff
1072,TSV Hartberg,TSV 하르트베르크,하르트베르크,0095da,ffffff
1394,FC BW Linz,블라우바이스 린츠,BW 린츠
1398,WSG Wattens,WSG 티롤,,29a646,000000
4256,Grazer AK,그라츠 AK,,ce1417,ffffff
340,Gornik Zabrze,구르니크 자브제,구르니크,094b9b,ffffff
341,Wisla Plock,비스와 프워츠크,비스와,1478c7,ffffff
343,Lechia Gdansk,레히아 그단스크,레히아
344,Arka Gdynia,아르카 그디니아,아르카
345,Zaglebie Lubin,자그웽비에 루빈,자그웽비에,fa5800,ffffff
346,Korona Kielce,코로나 키엘체,코로나,fff200,ff0000
348,Pogon Szczecin,포곤 슈체친,포곤,00245d,ffd200
349,Piast Gliwice,피아스트 글리비체,피아스트,324497,ffffff
350,Cracovia Krakow,크라코비아,,ff0000,ffffff
3484,GKS Katowice,GKS 카토비체,,ffdf00,007338
3487,Nieciecza,브루크베트 테르말리차,테르말리차
4248,Radomiak Radom,라도미아크 라돔,라도미아크,198747,ffffff
6962,Widzew Łódź,비제프 우치,비제프,fe0000,ffffff
14562,Motor Lublin,모토르 루블린,모토르,1d54a6,ffffff
395,Vejle,바일레,
396,Sonderjyske,쇠네르위스케,,223763,ffffff
398,FC Nordsjaelland,노르셸란,,e42223,fee813
401,Randers FC,라네르스,,112552,ffffff
405,Odense,오덴세,,005eff,ffffff
406,Aarhus,오르후스,,ffffff,e32213
2061,FC Fredericia,프레데리치아,
625,Lyngby,륑뷔,,004e8b,ffffff
404,AC Horsens,호르센스,,ffde00,000000
2070,Viborg,비보르,,008a57,ffffff
630,FC Sion,시옹,,ff0d00,ffffff
644,FC Luzern,루체른,,00519e,ffffff
783,FC Zurich,FC 취리히,,ffffff,182b53
1011,FC ST. Gallen,장크트갈렌,,2c8548,ffffff
1012,FC Thun,툰,,e2001a,ffffff
1013,Grasshoppers,그라스호퍼 취리히,그라스호퍼,0064b9,ffffff
2180,FC Winterthur,빈터투어,
364,Djurgardens IF,유르고덴스,,000f2a,32baf2
366,IFK Goteborg,예테보리,,214a99,fabd00
370,Sirius,시리우스,,0066ad,d1d3d4
371,IF Brommapojkarna,브롬마포이카르나,,000205,de2323
372,IF Elfsborg,엘프스보리,,f7dc14,000000
374,Kalmar FF,칼마르,,d01a30,c6870f
766,Halmstad,할름스타드,,0058a2,d6b160
2166,Orgryte IS,외르그뤼테,,770608,ffffff
2170,Gais,GAIS,,308a4c,ffffff
2172,Degerfors IF,데게르포르스,,f7140d,ffffff
2240,Mjallby AIF,미엘뷔,,000000,ffd400
2241,Vasteras SK FK,베스테로스,,ffffff,007948
282,Sanfrecce Hiroshima,산프레체 히로시마,히로시마,59358c,ffffff
289,Vissel Kobe,비셀 고베,비셀 고베,a40931,ffffff
303,Machida Zelvia,마치다 젤비아,마치다 Z,182865,c1ad76
833,Shanghai Shenhua,상하이 선화,,115199,ffffff
836,SHANGHAI SIPG,상하이 하이강,,b50201,ffffff
945,Melbourne City,멜버른 시티,
2523,Johor Darul Takzim FC,조호르 다룰 탁짐,
2737,Tractor Sazi,트락토르,,c00404,ffffff
2744,Sepahan FC,세파한,,ffcc00,000000
2770,Bangkok United,방콕 유나이티드,
2780,Buriram United,부리람 유나이티드,
2870,Shabab Al Ahli Dubai,샤바브 알 아흘리,,ac2328,ffffff
2874,Sharjah FC,샤르자,,213b86,ffffff
2875,Al Wahda FC,알 와흐다,,92204c,c3b295
4215,Nasaf,나사프 카르시,나사프
5242,Al Shorta,알 쇼르타,
5648,Chengdu Better City,청두 룽청,청두,ba0014,ffffff
293,Gamba Osaka,감바 오사카,G. 오사카,003287,ffffff
830,Beijing Guoan,베이징 궈안,,0f7d40,fdce1d
2445,Persib Bandung,페르시브 반둥,페르시브 Bd.
2526,Selangor,슬랑오르,
2733,Esteghlal FC,에스테글랄,,3069b5,ffffff
2769,BG Pathum United,BG 빠툼 유나이티드,빠툼
2776,Ratchaburi,랏차부리,
2872,Al-Wasl FC,알 와슬,,fff100,000000
3475,Goa,고아,
3674,Nam Dinh,남딘,
4204,Lion City Sailors,라이언 시티 세일러스,라이언 시티
4206,Tampines Rovers,탬파인스 로버스,탬파인스
4209,Andijan,안디존,
4451,Eastern,이스턴 SC,
4457,Wofoo Tai Po,타이포,
4532,Al Hussein,알 후세인,
4537,Al Wehdat,알 웨흐다트,
5488,Muharraq,알 무하라크,
7504,Al Seeb,알 시브,
8010,Al Zawra'a,알 자우라,
8012,Istiqlol,이스티클롤,
8020,Ahal,아할,
8030,Kaya,카야 일로일로,카야
12268,Regar-TadAZ,레가르-TadAZ 투르순조다,레가르-TadAZ
15516,ATK Mohun Bagan,모훈 바간,
15550,Macarthur,매카터,
16400,Công An Nhân Dân,하노이 공안,
17666,Khalidiya,알 할리디야,
21232,Arkadag,아르카다그,
21576,Manila Digger,마닐라 디거스,
3532,Al Arabi,알 아라비 쿠웨이트,
3535,Al Kuwait,알 쿠웨이트,
4569,Al Ansar,알 안사르,
4573,Safa,사파,
5009,Abahani,다카 아바하니,
5012,Bashundhara Kings,바슌다라 킹스,
5329,Al-Shabab,알 샤바브 바르카,알 샤바브 B.
5394,Phnom Penh Crown,프놈펜 크라운,
5396,Svay Rieng,스바이 리엥,
8013,Yangon United,양곤 유나이티드,양곤
8015,Shan United,샨 유나이티드,샨
8023,Altyn Asyr,알틴 아시르,
8044,Maziya,마지야 스포츠 앤 레크리에이션,마지야
9111,Al Karama,알 카라마,
9115,Hottin,후틴,
9426,Paro,파로,
12234,Abdish-Ata,아브디시아타 칸트,아브디시아타
12542,Taichung Futuro,타이중 푸투로,타이중
12543,Tainan City,타이난 시티,타이난
14094,Ezra,에즈라,
16066,Kasuka,카수카,
16186,Falcons,SP 팰컨스,
16187,Khangarid,한가리드,
17902,Dewa United,데와 유나이티드,데와
21167,Muras United,무라스 유나이티드,무라스
26358,Abu Muslim,아부 무슬림,
380,FC Minsk,FC 민스크,
382,FC Vitebsk,비텝스크,
384,FC Dnepr Mogilev,드네프르 모길료프,드네프르
388,Bate Borisov,바테 보리소프,BATE
389,FC Gomel,고멜,
391,FC Isloch Minsk R.,이슬로치 민스크 라이온,이슬로치
750,Naftan,나프탄 노보폴로츠크,나프탄
751,Slavia Mozyr,슬라비야 모지리,슬라비야 Mz.
3383,Baranovichi,바라노비치,
3384,Belshina,벨시나 보브루이스크,벨시나
7808,ML Vitebsk,ML 비텝스크,ML
9419,Arsenal,아르세날 제르진스크,아르세날 Dz.
281,Kashiwa Reysol,가시와 레이솔,가시와,ffed00,000000
283,Shimizu S-pulse,시미즈 S-펄즈,시미즈,f08300,2a385f
285,V-varen Nagasaki,V-파렌 나가사키,나가사키,003893,ffffff
287,Urawa,우라와 레드 다이아몬즈,우라와,e4032e,ffffff
